•¶Žš—ñ,Œ‹‰Ê,beatles‚ÌŠm—¦,rolling stones‚ÌŠm—¦
ggfffggff,rolling stones,0.00052281824498664,0.0018482719554560015
ggfffggfg,beatles,0.002011508732743961,0.0004640769139712004
ggfffgggf,beatles,0.001961720650543681,0.0004819591762534403
ggfffgggg,beatles,0.007808636353046523,0.00012296590309376007
ggffgffff,rolling stones,0.00021033743020796005,0.007747990381122563
ggffgfffg,rolling stones,0.0005688088584504399,0.001939549920803841
ggffgffgf,rolling stones,0.0003996394454633203,0.0019540178575616005
ggffgffgg,beatles,0.0015245586316614806,0.0004910497062656002
ggffgfgff,rolling stones,0.00031719260460487994,0.002003094497377281
ggffgfgfg,beatles,0.0011893011105913204,0.0005027125788723203
ggffgfggf,beatles,0.0011400740977258411,0.0005179614332057602
ggffgfggg,beatles,0.004531082354524763,0.00013173369864704005
ggffggfff,rolling stones,0.0002973687375279601,0.0022224312685568005
ggffggffg,beatles,0.0010596933492384398,0.0005574013528064002
ggffggfgf,beatles,0.0009795968728995603,0.0005690318308966402
ggffggfgg,beatles,0.003879406541172841,0.00014415283091456001
ggffgggff,beatles,0.0009470199855332005,0.0006275593853081601
ggffgggfg,beatles,0.0037230581474557993,0.00015837637681664004
ggffggggf,beatles,0.003682938840029281,0.00017308295544320003
ggffggggg,beatles,0.01469286142639292,4.521042844159999e-05
ggfgfffff,rolling stones,0.00025590215302844014,0.009963537353469443
ggfgffffg,rolling stones,0.0006259745576011604,0.0024935869754393603
ggfgfffgf,rolling stones,0.0003791923380636405,0.0025086374769843203
ggfgfffgg,beatles,0.0014087013330419608,0.0006298353060684802
ggfgffgff,rolling stones,0.00025828385150120006,0.0025561626216320005
ggfgffgfg,beatles,0.0009195125941158011,0.0006410721852032003
ggfgffggf,beatles,0.0008490097790367203,0.0006564871618534402
ggfgffggg,beatles,0.003355302161661081,0.0001664313797657601
ggfgfgfff,rolling stones,0.00020704667844828,0.00272645544196352
ggfgfgffg,beatles,0.0006930017730989201,0.0006834942258252802
ggfgfgfgf,rolling stones,0.0006096958655264404,0.0006950755174323199
ggfgfgfgg,beatles,0.0023985427127331616,0.00017571095030527998
ggfgfggff,rolling stones,0.00057301102694408,0.0007463864876518397
ggfgfggfg,beatles,0.002235759963992122,0.00018810289223936
ggfgfgggf,beatles,0.0022013446415232005,0.0002018513923251201
ggfgfgggg,beatles,0.008775032268363807,5.234422608128002e-05
ggfggffff,rolling stones,0.00023474528616012008,0.0034633394884352004
ggfggfffg,rolling stones,0.0006940494749366808,0.0008676922599680002
ggfggffgf,rolling stones,0.0005429209363710005,0.00087839982708224
ggfggffgg,beatles,0.002100979693605002,0.00022146531600896008
ggfggfgff,rolling stones,0.00047067091172264006,0.0009170530521497599
ggfggfgfg,beatles,0.00180397474313996,0.00023068957589504003
ggfggfggf,beatles,0.0017558193681722404,0.0002422749464576
ggfggfggg,beatles,0.006989190873482363,6.22458447872e-05
ggfgggfff,rolling stones,0.00046207820835115983,0.0011177027893990404
ggfgggffg,beatles,0.00170551103649524,0.00028074422479616013
ggfgggfgf,beatles,0.00161850681158292,0.0002896986377139201
ggfgggfgg,beatles,0.006426246300535882,7.384735278848003e-05
ggfggggff,beatles,0.0015850820689600794,0.0003393593603072
ggfggggfg,beatles,0.006259815642044121,8.59675283456e-05
ggfgggggf,beatles,0.006211312886807837,9.788308834304005e-05
ggfgggggg,beatles,0.024793196641952755,2.5997657282560006e-05
gggffffff,rolling stones,0.00037092267262908,0.016577006469148167
gggfffffg,rolling stones,0.0008723827174821205,0.004147059134282243
gggffffgf,rolling stones,0.0004930609286774002,0.004162637867456003
gggffffgg,beatles,0.0018055513052826005,0.0010434361695872006
gggfffgff,rolling stones,0.0003072692009949599,0.004211046973959682
gggfffgfg,rolling stones,0.0010536858850764403,0.0010548706766259207
gggfffggf,rolling stones,0.00094463534435256,0.0010707392574233604
gggfffggg,beatles,0.0037149324841148404,0.0002700728981734401
gggffgfff,rolling stones,0.00022717961011803995,0.004374133564275203
gggffgffg,rolling stones,0.0007030117057235596,0.0010954928877440005
gggffgfgf,rolling stones,0.0005758603840262798,0.0011074144266982405
gggffgfgg,beatles,0.0022436081205629193,0.00027886691453696017
gggffggff,rolling stones,0.0005197654122439201,0.0011584597825817606
gggffggfg,beatles,0.0019940187926218798,0.0002911727882470402
gggffgggf,beatles,0.0019414550574697598,0.00030510021512960016
gggffgggg,beatles,0.007720480115903642,7.819962917120003e-05
gggfgffff,rolling stones,0.00021915717530188007,0.0049484802188748825
gggfgfffg,rolling stones,0.0005998578657693205,0.0012390799796787204
gggfgffgf,rolling stones,0.0004290822265188402,0.0012502250459801602
gggfgffgg,beatles,0.0016363863069067612,0.0003145136022886401
gggfgfgff,rolling stones,0.00034728080427048007,0.0012884820199116807
gggfgfgfg,beatles,0.0013006780156417203,0.0003236130867507202
gggfgfggf,beatles,0.0012464582739508004,0.00033542044587008007
gggfgfggg,beatles,0.004947659440270201,8.558712998912002e-05
gggfggfff,rolling stones,0.00033237902544300013,0.0014649236268569606
gggfggffg,beatles,0.0011805531614130008,0.0003676111670758402
gggfggfgf,beatles,0.0010897623826574806,0.00037663999735040014
gggfggfgg,beatles,0.004309442240667723,9.562419664640001e-05
gggfgggff,beatles,0.00105440215835464,0.0004229658619596802
gggfgggfg,beatles,0.00413557175305596,0.00010689249354752004
gggfggggf,beatles,0.004086131145590881,0.00011842520892416004
gggfggggg,beatles,0.01629197804590732,3.111890325504002e-05
ggggfffff,rolling stones,0.00030723165535499996,0.007291649417715203
ggggffffg,rolling stones,0.0007602690473290005,0.0018248940360320006
ggggfffgf,rolling stones,0.0004708895449009204,0.0018359720275942404
ggggfffgg,beatles,0.0017489419235998806,0.00046095894999296014
ggggffgff,rolling stones,0.00033117730827656025,0.0018714884211737607
ggggffgfg,beatles,0.0011791229890708403,0.0004693675178470402
ggggffggf,beatles,0.0010893026778415202,0.0004807913791616
ggggffggg,beatles,0.00429617710483628,0.00012190375166720002
ggggfgfff,rolling stones,0.00027804009550508037,0.0020055274010470406
ggggfgffg,beatles,0.0009277420356261206,0.0005027691750041603
ggggfgfgf,beatles,0.0008151317529522006,0.0005113999922739201
ggggfgfgg,beatles,0.0032006575288898017,0.00012928949493248002
ggggfggff,beatles,0.0007683010395453601,0.0005506660621952001
ggggfggfg,beatles,0.0029838033318220413,0.00013878592828160002
ggggfgggf,beatles,0.0029298674932313603,0.00014916685032704
ggggfgggg,beatles,0.011665433141738048,3.870193651456003e-05
gggggffff,rolling stones,0.00031761681671004015,0.002670797811522561
gggggfffg,beatles,0.00094761418006356,0.00066906570305024
gggggffgf,beatles,0.0007502653426188404,0.0006770363441407997
gggggffgg,beatles,0.002899163142134761,0.00017063875289599997
gggggfgff,rolling stones,0.0006583796862580002,0.0007069989611340799
gggggfgfg,beatles,0.0025163059645110022,0.00017780873837312008
gggggfggf,beatles,0.002445528161343121,0.00018659282437376003
gggggfggg,beatles,0.009722255047910685,4.790690252544e-05
ggggggfff,rolling stones,0.0006513114701458805,0.0008758808702720001
ggggggffg,beatles,0.002398665634905321,0.00021995067246080008
ggggggfgf,beatles,0.0022748319529600405,0.00022681097767424005
ggggggfgg,beatles,0.00902184650092356,5.777579931136001e-05
gggggggff,beatles,0.0022292336026480805,0.0002670470893721602
gggggggfg,beatles,0.008790845703088124,6.761831099904004e-05
ggggggggf,beatles,0.008716901977908004,7.703176522240001e-05
ggggggggg,beatles,0.034781463738351004,2.0444310912000006e-05
ffffffffff,rolling stones,5.636035219629242e-05,0.02959344288026313
fffffffffg,rolling stones,0.0001315970986157637,0.007399493733683255
ffffffffgf,rolling stones,7.301976691678838e-05,0.007405772462110671
ffffffffgg,rolling stones,0.00026822972879810773,0.00185256228819154
fffffffgff,rolling stones,4.383804879598799e-05,0.007425204388254876
fffffffgfg,rolling stones,0.00015125690652518196,0.0018571489571715593
fffffffggf,rolling stones,0.00013620434997147128,0.0018635243218851332
fffffffggg,beatles,0.0005382338876005071,0.0004668406422600194
ffffffgfff,rolling stones,2.9618675347066817e-05,0.0074898271556505126
ffffffgffg,rolling stones,9.348540397192528e-05,0.0018732397762427407
ffffffgfgf,rolling stones,7.788972297844046e-05,0.0018779977084950024
ffffffgfgg,rolling stones,0.000305136135629836,0.0004703032110508547
ffffffggff,rolling stones,7.030692058667287e-05,0.00189830756285947
ffffffggfg,rolling stones,0.00027403023634640943,0.0004751981929247234
ffffffgggf,rolling stones,0.00026952436573800026,0.00048074583992314913
ffffffgggg,beatles,0.001075632290698351,0.0001209534299197953
fffffgffff,rolling stones,2.3493852592601212e-05,0.007706850890769565
fffffgfffg,rolling stones,6.677551559292686e-05,0.001927488280571751
fffffgffgf,rolling stones,4.980501747583002e-05,0.0019318899443086855
fffffgffgg,rolling stones,0.0001922660412069701,0.0004837459629967874
fffffgfgff,rolling stones,4.138272628620244e-05,0.0019469024794744327
fffffgfgfg,rolling stones,0.00015840220850550372,0.0004873143091253762
fffffgfggf,rolling stones,0.0001539534766189866,0.0004919602567773697
fffffgfggg,beatles,0.0006137645130212806,0.00012367226218787844
fffffggfff,rolling stones,3.8002464150639635e-05,0.002015006220348366
fffffggffg,rolling stones,0.00014291561734678445,0.0005042947802460675
fffffggfgf,rolling stones,0.00013724970338086133,0.000507834554937293
fffffggfgg,beatles,0.0005465601717829673,0.00012753366112261123
fffffgggff,rolling stones,0.00013468734301649697,0.0005258449426177538
fffffgggfg,beatles,0.0005353168114009458,0.00013191265560765443
fffffggggf,beatles,0.0005331676939776631,0.00013641288822062084
fffffggggg,beatles,0.0021310253433765454,3.469470124139521e-05
ffffgfffff,rolling stones,2.2854094080364415e-05,0.008440102689472463
ffffgffffg,rolling stones,5.895306431937164e-05,0.0021108247250831874
ffffgfffgf,rolling stones,3.870247045113881e-05,0.00211527736965545
ffffgfffgg,rolling stones,0.00014649726550113328,0.0005296102515096066
ffffgffgff,rolling stones,2.8634425455351204e-05,0.002129393143292877
ffffgffgfg,rolling stones,0.00010609314493342677,0.0005329477514609153
ffffgffggf,rolling stones,0.00010082415265728564,0.000537509707425741
ffffgffggg,beatles,0.00040090022859602854,0.00013505978905400327
ffffgfgfff,rolling stones,2.385771306834842e-05,0.0021807711480464897
ffffgfgffg,rolling stones,8.637853913454761e-05,0.0005457451918795265
ffffgfgfgf,rolling stones,8.074259329520048e-05,0.0005491612784995841
ffffgfgfgg,beatles,0.0003205750306422758,0.00013786168029721605
ffffgfggff,rolling stones,7.805119211819607e-05,0.000564465299797965
ffffgfggfg,beatles,0.0003093779088232942,0.00014155960963793926
ffffgfgggf,beatles,0.0003076203063005956,0.00014563508816911364
ffffgfgggg,beatles,0.001229374221024644,3.696453459952641e-05
ffffggffff,rolling stones,2.3766823275822006e-05,0.0024128996229887496
ffffggfffg,rolling stones,8.135065474205796e-05,0.0006037677011333635
ffffggffgf,rolling stones,7.281243954548278e-05,0.000606909171118029
ffffggffgg,beatles,0.0002876452608501492,0.00015227303091819525
ffffggfgff,rolling stones,6.861975422813844e-05,0.0006184161462263299
ffffggfgfg,beatles,0.00027066413735440785,0.00015502114283299845
ffffggfggf,beatles,0.00026829556098025687,0.00015843849241492484
ffffggfggg,beatles,0.0010719217046291857,4.010212813317122e-05
ffffgggfff,rolling stones,6.757856415694525e-05,0.0006800017610034691
ffffgggffg,beatles,0.00026401649186374293,0.00017038557955179523
ffffgggfgf,beatles,0.000260116542453378,0.0001730317492573697
ffffgggfgg,beatles,0.0010386373237742422,4.3675568420710414e-05
ffffggggff,beatles,0.0002585025078948745,0.00018804109280558083
ffffggggfg,beatles,0.001030986281123712,4.7342024495155214e-05
ffffgggggf,beatles,0.0010291118541366228,5.090514414586879e-05
ffffgggggg,beatles,0.004114696434459786,1.3179623792691202e-05
fffgffffff,rolling stones,2.8092495926150004e-05,0.010901163419560097
fffgfffffg,rolling stones,6.791879033925004e-05,0.002726165350849384
fffgffffgf,rolling stones,4.019242461552922e-05,0.0027310159182970376
fffgffffgg,rolling stones,0.0001493744898285189,0.0006836179314442756
fffgfffgff,rolling stones,2.64079884821416e-05,0.002746095331394305
fffgfffgfg,rolling stones,9.40583529504124e-05,0.0006871779915901442
fffgfffggf,rolling stones,8.68347801092792e-05,0.0006921093826930178
fffgfffggg,beatles,0.0003440415704852189,0.00017376855491159048
fffgffgfff,rolling stones,1.9785888564578803e-05,0.0027971898645216767
fffgffgffg,rolling stones,6.692780929169321e-05,0.0006999001112381952
fffgffgfgf,rolling stones,5.9318656396154e-05,0.0007035760117483007
fffgffgfgg,beatles,0.00023405990252890605,0.00017651361993016322
fffgffggff,rolling stones,5.56693554679496e-05,0.0007194371761276414
fffgffggfg,beatles,0.0002189293035771245,0.00018033852922352638
fffgffgggf,beatles,0.00021659415143229763,0.00018464583791201277
fffgffgggg,beatles,0.0008649455065999964,4.6755098632243203e-05
fffgfgffff,rolling stones,1.73097025637324e-05,0.0029820379538050565
fffgfgfffg,rolling stones,5.5204508966723614e-05,0.000746101819283712
fffgfgffgf,rolling stones,4.64720505075564e-05,0.0007494779305760254
fffgfgffgg,rolling stones,0.00018218706444845953,0.00018796123047306237
fffgfgfgff,rolling stones,4.2173911803012004e-05,0.0007611810396132865
fffgfgfgfg,rolling stones,0.000164825541515918,0.00019074596253250564
fffgfgfggf,rolling stones,0.00016242390991203913,0.00019433313763814398
fffgfgfggg,beatles,0.0006484291959096588,4.910777161036802e-05
fffgfggfff,rolling stones,4.063593425917882e-05,0.0008165157626758655
fffgfggffg,rolling stones,0.00015724269024029326,0.0002045446066266624
fffgfggfgf,rolling stones,0.00015396786712740045,0.00020728624102394876
fffgfggfgg,beatles,0.0006143223001340757,5.226396073374721e-05
fffgfgggff,rolling stones,0.00015255022258089685,0.00022161040851840003
fffgfgggfg,beatles,0.0006079085914675453,5.575082906035203e-05
fffgfggggf,beatles,0.0006065016189661043,5.9284493783193604e-05
fffgfggggg,beatles,0.002424753570912207,1.5281924532070403e-05
fffggfffff,rolling stones,2.152102656979321e-05,0.0037902393147176455
fffggffffg,rolling stones,6.154187119701481e-05,0.0009481556594422275
fffggfffgf,rolling stones,4.6263890517463576e-05,0.0009514905140387332
fffggfffgg,rolling stones,0.00017861752313612028,0.00023846342391813135
fffggffgff,rolling stones,3.871313547587919e-05,0.000962258002959514
fffggffgfg,rolling stones,0.00014821577906501884,0.00024101265381565453
fffggffggf,rolling stones,0.00014408709600908403,0.00024445409426734086
fffggffggg,beatles,0.0005742563593289262,6.162590060651523e-05
fffggfgfff,rolling stones,3.530239787868601e-05,0.0010039473894256131
fffggfgffg,rolling stones,0.00013372099656235403,0.00025139966539269133
fffggfgfgf,rolling stones,0.00012908482653520523,0.0002539863399200256
fffggfgfgg,beatles,0.0005142279634839829,6.392602857661442e-05
fffggfggff,rolling stones,0.00012695157798854162,0.0002659780731053569
fffggfggfg,beatles,0.0005050990330752126,6.682866904273922e-05
fffggfgggf,beatles,0.0005034367046220673,6.996650547809281e-05
fffggfgggg,beatles,0.0020124664194614513,1.791535477150721e-05
fffgggffff,rolling stones,3.652521104268443e-05,0.0012227754554390026
fffgggfffg,rolling stones,0.0001326696336130517,0.00030609842695664667
fffgggffgf,rolling stones,0.00012434886068357084,0.00030847467331169295
fffgggffgg,beatles,0.0004936775276355816,7.752796351288323e-05
fffgggfgff,rolling stones,0.00012032321249744726,0.0003176223966359042
fffgggfgfg,beatles,0.0004772360741463712,7.971946657612803e-05
fffgggfggf,beatles,0.00047473974142063795,8.236151469480967e-05
fffgggfggg,beatles,0.001897375565137758,2.0966126563174406e-05
fffggggfff,rolling stones,0.00011966128265111645,0.00037146892942433287
fffggggffg,beatles,0.00047143145743849997,9.31573106668032e-05
fffggggfgf,beatles,0.0004670084398640007,9.522693436615686e-05
fffggggfgg,beatles,0.001865742607734677,2.4126873239603212e-05
fffgggggff,beatles,0.00046526298688221227,0.00010778823330831363
fffgggggfg,beatles,0.0018571981405295195,2.720350975063041e-05
fffggggggf,beatles,0.0018548528179196128,3.00962109234688e-05
fffggggggg,beatles,0.00741700535666647,7.884581632051203e-06
ffgfffffff,rolling stones,4.217609029128281e-05,0.018476491469274582
ffgffffffg,rolling stones,9.916089356374926e-05,0.004620185725320757
ffgfffffgf,rolling stones,5.5781428397084456e-05,0.004626074723813019
ffgfffffgg,rolling stones,0.00020530411093605178,0.0011575682676227587
ffgffffgff,rolling stones,3.421228951361682e-05,0.004644297508686286
ffgffffgfg,rolling stones,0.00011875252198882531,0.0011618689189238276
ffgffffggf,rolling stones,0.00010745364162679609,0.001167845218235853
ffgffffggg,beatles,0.00042466489043829444,0.00029286060461317125
ffgfffgfff,rolling stones,2.3839200126614004e-05,0.004704938353575579
ffgfffgffg,rolling stones,7.627568345394602e-05,0.0011769665726723587
ffgfffgfgf,rolling stones,6.438235724871086e-05,0.0011814168242076169
ffgfffgfgg,rolling stones,0.00025253767883654134,0.00029610574349286413
ffgfffggff,rolling stones,5.8674704702586406e-05,0.0012004429995309577
ffgfffggfg,rolling stones,0.00022886601528187973,0.0003006915922550274
ffgfffgggf,rolling stones,0.0002252219535161889,0.0003058835858838017
ffgfffgggg,beatles,0.0008986790273450333,7.718831713315846e-05
ffgffgffff,rolling stones,1.9718296838087608e-05,0.004909888002728399
ffgffgfffg,rolling stones,5.7408593837456425e-05,0.001228191726570036
ffgffgffgf,rolling stones,4.4039523834993215e-05,0.0012322790150507018
ffgffgffgg,rolling stones,0.0001705587860284148,0.0003087876815468034
ffgffgfgff,rolling stones,3.744097344852882e-05,0.0012462540677679623
ffgffgfgfg,rolling stones,0.0001439426999969932,0.0003121098712190466
ffgffgfggf,rolling stones,0.0001403213886698505,0.0003164277884297729
ffgffgfggg,beatles,0.0005594555913055758,7.974051675704324e-05
ffgffggfff,rolling stones,3.503067721733562e-05,0.0013100818074270213
ffgffggffg,rolling stones,0.00013220986764232845,0.0003280242046623233
ffgffggfgf,rolling stones,0.00012730369705897163,0.00033131364970869767
ffgffggfgg,beatles,0.0005069770944586325,8.336214380170242e-05
ffgffgggff,rolling stones,0.00012515820365838806,0.00034812882520314904
ffgffgggfg,beatles,0.0004973162709069823,8.745137557150722e-05
ffgffggggf,beatles,0.0004952618269129648,9.16433003166208e-05
ffgffggggg,beatles,0.001979290560447298,2.34610079176192e-05
ffgfgfffff,rolling stones,2.036534185918839e-05,0.005627757277338267
ffgfgffffg,rolling stones,5.418318799030761e-05,0.0014076645168008704
ffgfgfffgf,rolling stones,3.720264278826039e-05,0.0014117083229217284
ffgfgfffgg,rolling stones,0.00014165045813111565,0.00035364504393395205
ffgfgffgff,rolling stones,2.8810269456756004e-05,0.0014245658316825096
ffgfgffgfg,rolling stones,0.00010786116724913403,0.0003566856053642753
ffgfgffggf,rolling stones,0.0001032684836571353,0.0003608329830570497
ffgfgffggg,beatles,0.00041074297146020294,9.082809648471039e-05
ffgfgfgfff,rolling stones,2.4988028772202803e-05,0.0014718623549370886
ffgfgfgffg,rolling stones,9.169652046742922e-05,0.00036846667505843213
ffgfgfgfgf,rolling stones,8.658271615701645e-05,0.00037157248465085463
ffgfgfgfgg,beatles,0.0003440147913438997,9.34119105680896e-05
ffgfgfggff,rolling stones,8.422440428427287e-05,0.00038557138583618567
ffgfgfggfg,beatles,0.00033393647264200936,9.679552439741435e-05
ffgfgfgggf,beatles,0.0003321146078810882,0.00010051163672704
ffgfgfgggg,beatles,0.0013270701498147826,2.5633778311936e-05
ffgfggffff,rolling stones,2.5441306494281217e-05,0.001691792151909837
ffgfggfffg,rolling stones,8.866043211524685e-05,0.00042343914205342714
ffgfggffgf,rolling stones,8.054556934410206e-05,0.0004262889392943618
ffgfggffgg,beatles,0.00031853800709357827,0.00010706654437411838
ffgfggfgff,rolling stones,7.662016981589848e-05,0.00043682335420257285
ffgfggfgfg,beatles,0.000302512098687248,0.00010958384793656315
ffgfggfggf,beatles,0.00030007145062813865,0.00011269617456071679
ffgfggfggg,beatles,0.0011987252266738083,2.86214994130432e-05
ffgfgggfff,rolling stones,7.584352631772768e-05,0.0004942635723721218
ffgfgggffg,beatles,0.0002966390416696167,0.00012391491209251844
ffgfgggfgf,beatles,0.0002925160361249415,0.00012632963951334403
ffgfgggfgg,beatles,0.0011679034637628876,3.196209600179202e-05
ffgfggggff,beatles,0.000290877925885233,0.00014020589423150077
ffgfggggfg,beatles,0.0011599544535548496,3.535354743761921e-05
ffgfgggggf,beatles,0.001157798274823759,3.8628162268825625e-05
ffgfgggggg,beatles,0.00462897679340389,1.0072030587238405e-05
ffggffffff,rolling stones,3.152243574639482e-05,0.008465850300533711
ffggfffffg,rolling stones,7.75239278739172e-05,0.0021172049541509632
ffggffffgf,rolling stones,4.7277439203197996e-05,0.002121325672796109
ffggffffgg,rolling stones,0.00017642698820872203,0.0005310650406871553
ffggfffgff,rolling stones,3.2305402209293604e-05,0.0021341766230826504
ffggfffgfg,rolling stones,0.0001161984539571404,0.0005340996623133185
ffggfffggf,rolling stones,0.00010808096946069367,0.0005382939445339648
ffggfffggg,beatles,0.0004282959959583405,0.0001352033902438912
ffggffgfff,rolling stones,2.5326128220100405e-05,0.0021782559332658687
ffggffgffg,rolling stones,8.708141030247563e-05,0.0005450755555236352
ffggffgfgf,rolling stones,7.824682727481482e-05,0.0005482031836919298
ffggffgfgg,beatles,0.0003091041479693973,0.00013757730015831034
ffggffggff,rolling stones,7.412348357727124e-05,0.0005617863957227008
ffggffggfg,beatles,0.000291618174816307,0.00014085401585259513
ffggffgggf,beatles,0.0002885930913285538,0.0001445301143653888
ffggffgggg,beatles,0.0011522086852341809,3.6638246236211194e-05
ffggfgffff,rolling stones,2.3244831056098812e-05,0.002344840450822298
ffggfgfffg,rolling stones,7.566663784117323e-05,0.0005867120969941504
ffggfgffgf,rolling stones,6.493159187118044e-05,0.0005895807904173568
ffggfgffgg,beatles,0.0002549812753129957,0.00014789723891921918
ffggfgfgff,rolling stones,5.970504203417684e-05,0.000599622488843008
ffggfgfgfg,beatles,0.0002337375870794653,0.000150288226234624
ffggfgfggf,beatles,0.00023060162720912414,0.00015334881721154557
ffggfgfggg,beatles,0.0009205079471384862,3.878356967203839e-05
ffggfggfff,rolling stones,5.816789949984604e-05,0.0006482396243527167
ffggfggffg,beatles,0.00022508083976359417,0.0001624127859016192
ffggfggfgf,beatles,0.00022042563530448703,0.00016475713370721275
ffggfggfgg,beatles,0.0008793211752794058,4.156609162654719e-05
ffggfgggff,beatles,0.00021850579344477854,0.00017719390876072961
ffggfgggfg,beatles,0.0008703110740953678,4.459555446461441e-05
ffggfggggf,beatles,0.0008680599043539893,4.764142774881283e-05
ffggfggggg,beatles,0.0034700187834850356,1.2305753645107206e-05
ffgggfffff,rolling stones,2.9175925057654007e-05,0.0031627995785732618
ffgggffffg,rolling stones,8.569079722630605e-05,0.0007912012266706436
ffgggfffgf,rolling stones,6.644423979701725e-05,0.0007940150189349376
ffgggfffgg,beatles,0.00025734841370495096,0.00019900143373450244
ffgggffgff,rolling stones,5.701524582425365e-05,0.0008032031506098687
ffgggffgfg,beatles,0.00021920111619078055,0.00020117856902302717
ffgggffggf,beatles,0.00021370872509337532,0.00020409568869422088
ffgggffggg,beatles,0.0008516622284701634,5.14570182241792e-05
ffgggfgfff,rolling stones,5.300765303208285e-05,0.0008400644793688575
ffgggfgffg,rolling stones,0.0002015257709451494,0.0002103642132903424
ffgggfgfgf,rolling stones,0.00019506241384717812,0.00021256286412620813
ffgggfgfgg,beatles,0.0007770867820492422,5.350411379276801e-05
ffgggfggff,rolling stones,0.0001922137551764297,0.0002229620554920449
ffgggfggfg,beatles,0.0007644852438506448,5.602379202411521e-05
ffgggfgggf,beatles,0.0007618274330048898,5.871754612188166e-05
ffgggfgggg,beatles,0.0030449465497470853,1.5041059728742411e-05
ffggggffff,rolling stones,5.500295003757244e-05,0.001048270924203981
ffggggfffg,rolling stones,0.00020129002685768374,0.0002624086581156353
ffggggffgf,rolling stones,0.00018975987283080455,0.00026442923761146897
ffggggffgg,beatles,0.000753536393599132,6.645355844101123e-05
ffggggfgff,rolling stones,0.00018427353416931614,0.0002724347551776258
ffggggfgfg,beatles,0.0007309351730981744,6.837477709603843e-05
ffggggfggf,beatles,0.0007271800288718475,7.065075044039685e-05
ffggggfggg,beatles,0.0029059552066905718,1.798387422520321e-05
ffgggggfff,rolling stones,0.0001835776587815309,0.000321936410580429
ffgggggffg,beatles,0.0007234055832216217,8.073020205829124e-05
ffgggggfgf,beatles,0.0007167921003812407,8.252524547445764e-05
ffgggggfgg,beatles,0.0028633993784810373,2.0905782018406412e-05
ffggggggff,beatles,0.0007142659921672012,9.382513968225282e-05
ffggggggfg,beatles,0.0028508351096562024,2.3677237774387206e-05
ffgggggggf,beatles,0.0028471164365816096,2.6238397788108797e-05
ffgggggggg,beatles,0.011384386472567266,6.8752485827072015e-06
fgffffffff,rolling stones,7.037162456440922e-05,0.032664277816629665
fgfffffffg,rolling stones,0.00016437774168063886,0.008167452479432296
fgffffffgf,rolling stones,9.132253956370204e-05,0.008175114166242512
fgffffffgg,rolling stones,0.00033530453793877824,0.0020451442270175237
fgfffffgff,rolling stones,5.4990309778474425e-05,0.008198804408672256
fgfffffgfg,rolling stones,0.0001895272973589118,0.002050734952538112
fgfffffggf,rolling stones,0.00017052039321883454,0.0020585082170720254
fgfffffggg,beatles,0.0006734529770135524,0.0005157969987354624
fgffffgfff,rolling stones,3.7499482404911605e-05,0.00827739720907899
fgffffgffg,rolling stones,0.00011794127414819242,0.0020703019358380035
fgffffgfgf,rolling stones,9.795008619370928e-05,0.002076090318675149
fgffffgfgg,rolling stones,0.0003834557757772391,0.0005200004202749952
fgffffggff,rolling stones,8.834581167894489e-05,0.00210079648209961
fgffffggfg,rolling stones,0.00034363734142961726,0.0005259547818000385
fgffffgggf,rolling stones,0.0003375366575142947,0.0005327027386318847
fgffffgggg,beatles,0.0013464940761389933,0.00013410854341509116
fgfffgffff,rolling stones,3.0528311924065214e-05,0.008539700371519491
fgfffgfffg,rolling stones,8.60761408632228e-05,0.0021358624369152003
fgfffgffgf,rolling stones,6.361223198511162e-05,0.0021411820791361535
fgfffgffgg,rolling stones,0.0002451332634567925,0.0005362302696198144
fgfffgfgff,rolling stones,5.250152049400722e-05,0.002159325253586535
fgfffgfgfg,rolling stones,0.00020036112432841104,0.0005405425753829378
fgfffgfggf,rolling stones,0.00019434921671403603,0.0005461565670543361
fgfffgfggg,beatles,0.0007744668372886539,0.00013736341775769602
fgfffggfff,rolling stones,4.844164200617402e-05,0.0022416509149249535
fgfffggffg,rolling stones,0.0001805886713247861,0.0005610685452140545
fgfffggfgf,rolling stones,0.0001723933615613973,0.000565343055441101
fgfffggfgg,beatles,0.0006859467781530709,0.00014203003146731518
fgfffgggff,rolling stones,0.00016879045125585366,0.0005871045494968322
fgfffgggfg,beatles,0.0006697394362039803,0.00014732116061183997
fgfffggggf,beatles,0.0006663531405880759,0.00015275692450652162
fgfffggggg,beatles,0.0026626036939391643,3.89035265716224e-05
fgffgfffff,rolling stones,3.132613983412603e-05,0.00941337892586312
fgffgffffg,rolling stones,7.994592534951402e-05,0.0023542917046474755
fgffgfffgf,rolling stones,5.167821953101881e-05,0.0023595685557086213
fgffgfffgg,rolling stones,0.00019496388804845325,0.0005908293998303232
fgffgffgff,rolling stones,3.7662892902874414e-05,0.0023762989055625223
fgffgffgfg,rolling stones,0.00013863198458151168,0.0005947849669515266
fgffgffggf,rolling stones,0.00013114003303508082,0.000600190808608973
fgffgffggg,beatles,0.0005209652954439211,0.0001508562082732032
fgffgfgfff,rolling stones,3.115819636168121e-05,0.0024372358180804613
fgffgfgffg,rolling stones,0.00011142840835084686,0.0006099629673695233
fgffgfgfgf,rolling stones,0.00010322440919320211,0.0006140084902066178
